BatchID,Angle,Action,Processed_Longitude,Processed_Latitude,Processed_Elevation,Is_Original
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.180327868852459,,-32381.380461530294,5121.997464282467,-11039.938086697832,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.227166276346605,,-32123.90501773893,5092.451539198024,-11053.01312853396,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.274004683840749,,-31882.989381204126,5061.620576634072,-11008.423103496432,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.320843091334895,,-31685.97281236411,5027.408702239889,-10811.040873884223,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.36768149882904,,-31473.230078889057,4994.391946424963,-10668.423399813473,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.414519906323186,,-31267.676236617845,4960.812396651832,-10500.815995489247,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.46135831381733,,-31065.723587794462,4926.945577621693,-10320.710759366862,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.508196721311476,,-30846.932220497634,4894.357499863167,-10199.211542655714,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.55503512880562,,-30651.35472962493,4859.979820886336,-9996.993635354564,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.601873536299767,,-30438.93572478555,4826.880510441522,-9853.380952613428,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.648711943793911,,-30196.403919789474,4796.07362308813,-9814.491221666336,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.695550351288057,,-29972.666831567185,4763.815770109679,-9710.256685932167,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.742388758782202,,-29740.366542856907,4732.200327651721,-9635.7991731707,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.789227166276348,,-29503.093550194055,4700.952145611198,-9578.627380908467,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.836065573770492,8279c87e717beb2d0437163be8bffb018d72370c1c4348533263d28cc23383c9,-29298.172292553587,4667.219059637369,-9409.034904376604,true
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.882903981264636,,-29143.686495568138,4616.997839952819,-9345.903631763533,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.929742388758783,,-28981.184393828735,4567.3779915779305,-9310.631005636416,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,9.976580796252927,,-28828.364110574126,4517.008324836381,-9241.727590015158,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,10.023419203747073,,-28665.037040084368,4467.42951499857,-9209.329299346544,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,10.070257611241217,,-28499.775464048376,4417.987002370792,-9183.652118595317,false
989a40e2-88bc-4b2f-b5de-c6c8b99a8a3e,10.117096018735364,,-28289.422636497067,4371.968827305449,-9314.57160951756,false
